City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Warangal,IN,18.0,79.5833,80.76,59,62,10.96,broken clouds
348,Padang,ID,-0.9492,100.3543,71.6,100,75,4.61,broken clouds
349,Latung,PH,5.5,120.8833,82.36,76,90,4.74,overcast clouds
350,Lewiston,US,44.1003,-70.2148,46.99,17,1,8.05,clear sky
351,Buala,SB,-8.145,159.5921,84.6,71,97,8.55,overcast clouds
352,Hami,CN,42.8,93.45,50.09,14,100,4.94,overcast clouds
353,Kirakira,SB,-10.4544,161.9205,84.92,73,71,7.65,broken clouds
354,Pangai,TO,-19.8,-174.35,80.6,89,75,4.61,light rain
355,Ternate,ID,0.8,127.4,80.73,83,48,7.76,scattered clouds
356,Narsaq,GL,60.9167,-46.05,37.4,87,75,3.44,light rain
357,Zamora,EC,-4.0692,-78.9567,73.33,96,86,3.06,moderate rain
358,Mahibadhoo,MV,3.7833,72.9667,82.15,76,12,11.07,few clouds
359,Usevya,TZ,-7.1,31.2333,65.59,95,23,2.77,few clouds
360,Mut,TR,36.6439,33.4389,52.72,84,21,3.98,few clouds
361,Saiha,IN,22.4833,92.9667,62.91,32,0,4.07,clear sky
362,Pangody,RU,65.85,74.4859,27.75,93,100,6.89,overcast clouds
363,Aktyubinskiy,RU,54.8137,52.8056,31.42,94,100,5.84,overcast clouds
364,Clyde River,CA,70.4692,-68.5914,-9.4,77,20,2.3,few clouds
365,Ust-Maya,RU,60.4167,134.5333,-3.03,95,50,2.73,scattered clouds
366,Nantucket,US,41.2835,-70.0995,37.0,43,0,1.92,clear sky
367,Laguna,US,38.421,-121.4238,71.01,37,1,10.36,clear sky
368,Alikalia,SL,9.1667,-11.4,78.37,64,81,4.83,broken clouds
369,Tarko-Sale,RU,64.9225,77.785,29.34,92,100,6.96,overcast clouds
370,Qesarya,IL,32.5189,34.9046,55.4,76,0,2.3,clear sky
371,Albion,US,42.2431,-84.753,66.2,30,1,17.27,clear sky
372,Skagen,DK,57.7209,10.5839,42.01,74,6,7.0,clear sky
373,Avera,US,33.194,-82.5271,64.4,25,1,5.75,clear sky
374,Orlik,RU,52.5178,99.825,8.24,93,47,3.24,scattered clouds
375,Wenling,CN,28.3669,121.36,60.01,85,100,1.01,overcast clouds
376,Tankhoy,RU,51.5528,105.1306,30.43,72,45,5.86,scattered clouds
377,Nouadhibou,MR,20.931,-17.0347,66.2,77,98,17.27,sand
378,Shelburne,CA,44.0787,-80.2041,39.99,72,100,1.99,overcast clouds
379,Bethanien,NA,-26.502,17.1583,80.38,20,83,7.36,broken clouds
380,Taiyuan,CN,37.8694,112.5603,37.4,87,75,1.59,broken clouds
381,Shubarshi,KZ,48.5872,57.1869,34.39,97,86,10.76,overcast clouds
382,Buraydah,SA,26.326,43.975,62.6,31,0,11.5,clear sky
383,General Roca,AR,-39.0333,-67.5833,80.6,44,0,4.61,clear sky
384,Viedma,AR,-40.8135,-62.9967,76.77,40,22,8.55,few clouds
385,Fortuna,US,40.5982,-124.1573,57.99,76,40,8.05,scattered clouds
386,San Jose,US,37.3394,-121.895,66.0,48,75,6.91,broken clouds
387,Hohhot,CN,40.8106,111.6522,28.4,59,0,2.24,clear sky
388,Ostrovnoy,RU,68.0531,39.5131,19.49,93,81,11.86,broken clouds
389,Hovd,MN,48.0056,91.6419,28.76,30,0,1.43,clear sky
390,Bagotville,AU,-28.9833,153.4167,69.8,88,90,3.44,light rain
391,Pirassununga,BR,-21.9961,-47.4258,80.6,57,0,6.91,clear sky
392,Erenhot,CN,43.6475,111.9767,34.48,32,32,8.43,scattered clouds
393,Namatanai,PG,-3.6667,152.4333,83.32,68,98,2.26,light rain
394,Edmundston,CA,47.3737,-68.3251,33.8,55,96,3.44,overcast clouds
395,Klaksvik,FO,62.2266,-6.589,44.6,87,75,21.85,broken clouds
396,Itupiranga,BR,-5.1347,-49.3267,84.2,79,20,2.84,few clouds
397,Saint-Georges,GD,12.0564,-61.7485,82.4,69,40,24.16,scattered clouds
398,Dingle,PH,10.9995,122.6711,75.07,90,91,7.09,overcast clouds
399,Nador,MA,35.174,-2.9287,62.6,67,0,3.44,clear sky
400,Angoche,MZ,-16.2325,39.9086,76.95,87,47,6.4,light rain
401,Alekseyevsk,RU,57.8406,108.3492,28.54,96,100,7.27,light snow
402,Boone,US,39.0334,-92.3335,75.2,23,0,9.22,clear sky
403,Half Moon Bay,US,37.4636,-122.4286,63.0,67,1,8.05,haze
404,Port Moresby,PG,-9.4431,147.1797,75.2,88,90,11.5,overcast clouds
405,Isangel,VU,-19.55,169.2667,82.4,83,90,16.75,overcast clouds
406,Saint John,CA,45.2727,-66.0677,41.0,33,40,13.8,scattered clouds
407,Vila Velha,BR,-20.3297,-40.2925,78.8,78,75,6.91,broken clouds
408,Miandrivazo,MG,-19.5167,45.4667,76.08,87,43,1.63,scattered clouds
409,Bambous Virieux,MU,-20.3428,57.7575,79.0,89,40,1.14,light rain
410,Harrisburg,US,40.2737,-76.8844,55.0,22,1,9.22,clear sky
411,Bowling Green,US,36.9903,-86.4436,62.6,23,1,4.61,clear sky
412,Emerald,AU,-23.5333,148.1667,69.8,88,75,12.66,broken clouds
413,Sabha,LY,27.0377,14.4283,69.78,15,0,9.91,clear sky
414,Bang Saphan,TH,11.2126,99.5117,76.68,90,100,4.43,overcast clouds
415,Vallenar,CL,-28.5708,-70.7581,76.55,39,100,5.88,overcast clouds
416,Monmouth,US,40.3001,-74.1663,53.01,20,1,3.44,clear sky
417,Camacha,PT,33.0833,-16.3333,60.8,63,20,8.05,few clouds
418,Boguchany,RU,58.3814,97.4531,30.79,88,100,9.82,overcast clouds
419,Macomb,US,40.4592,-90.6718,71.6,30,1,16.11,clear sky
420,Paamiut,GL,61.994,-49.6678,31.73,97,100,4.05,light snow
421,Merauke,ID,-8.4667,140.3333,77.22,87,100,12.82,light rain
422,Dunedin,NZ,-45.8742,170.5036,66.09,47,75,10.51,broken clouds
423,Nacimiento,CL,-37.5,-72.6667,78.8,34,0,8.05,clear sky
424,Arraial Do Cabo,BR,-22.9661,-42.0278,78.8,73,20,5.75,few clouds
425,Bosaso,SO,11.2842,49.1816,78.46,64,39,2.98,scattered clouds
426,Nyurba,RU,63.2842,118.3319,-25.01,100,100,1.32,overcast clouds
427,Nemuro,JP,43.3236,145.575,34.93,97,100,14.29,snow
428,Rondonopolis,BR,-16.4708,-54.6356,84.79,53,98,2.51,overcast clouds
429,Sargur,IN,11.9833,76.4167,69.19,84,58,3.65,broken clouds
430,Venado,MX,22.9333,-101.0833,75.94,19,54,16.64,broken clouds
431,Nikki,BJ,9.9401,3.2108,82.42,13,27,1.72,scattered clouds
432,Tarpon Springs,US,28.1461,-82.7568,73.0,37,90,3.44,overcast clouds
433,Aguie,NE,13.506,7.7786,75.22,9,0,8.99,clear sky
434,Nogent-Le-Rotrou,FR,48.3333,1.0,42.8,70,0,8.05,clear sky
435,San Cristobal,VE,7.7669,-72.225,84.2,65,40,10.36,scattered clouds
436,Qinhuangdao,CN,39.9317,119.5883,44.33,28,0,7.85,clear sky
437,De-Kastri,RU,51.4667,140.7833,27.39,70,95,14.72,overcast clouds
438,Casablanca,MA,33.5928,-7.6192,62.01,87,0,2.3,clear sky
439,Nago,JP,26.5881,127.9761,71.01,94,90,13.8,overcast clouds
440,Olden,NO,61.8364,6.8064,37.99,92,78,1.01,broken clouds
441,Faya,SA,18.3851,42.4509,66.2,72,0,1.43,clear sky
442,Decatur,US,39.8403,-88.9548,69.8,26,1,20.71,clear sky
443,Kenai,US,60.5544,-151.2583,32.0,74,90,3.53,overcast clouds
444,Erzin,TR,36.9559,36.2,60.01,84,39,1.52,scattered clouds
445,Berlevag,NO,70.8578,29.0864,33.35,94,100,24.29,light snow
446,Sao Filipe,CV,14.8961,-24.4956,73.49,73,16,11.56,few clouds
447,Cubuk,TR,40.2386,33.0322,51.8,62,40,6.91,scattered clouds
448,Skjervoy,NO,70.0311,20.9714,33.6,91,100,31.52,light snow
449,Shadegan,IR,30.6497,48.6647,64.4,48,0,11.5,clear sky
450,Louis Trichardt,ZA,-23.0439,29.9032,63.03,94,26,8.39,scattered clouds
451,Nelson Bay,AU,-32.7167,152.15,64.99,100,57,7.18,broken clouds
452,Hisua,IN,24.8333,85.4167,62.6,51,63,1.86,haze
453,Seoul,KR,37.5683,126.9778,51.8,81,75,10.36,light rain
454,Ranau,MY,5.9538,116.6641,77.0,94,20,4.61,few clouds
455,Pipirig,RO,47.25,26.0667,41.0,75,100,3.0,light rain
456,Sur,OM,22.5667,59.5289,83.86,42,2,12.86,clear sky
457,Oranjestad,AW,12.524,-70.027,82.4,74,20,20.71,few clouds
458,Te Anau,NZ,-45.4167,167.7167,59.95,73,41,11.5,scattered clouds
459,Vostok,RU,46.4856,135.8833,22.98,60,44,5.12,scattered clouds
460,Turukhansk,RU,65.8167,87.9833,11.52,92,98,11.05,overcast clouds
461,Sitka,US,57.0531,-135.33,37.4,93,90,4.61,light snow
462,Mogzon,RU,51.7435,111.9606,23.0,82,82,5.32,broken clouds
463,Trairi,BR,-3.2778,-39.2689,78.51,86,16,8.41,few clouds
464,Caravelas,BR,-17.7125,-39.2481,77.09,82,100,4.88,overcast clouds
465,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,63,75,6.91,broken clouds
466,Khotyn,UA,48.4833,26.5,37.99,76,99,8.81,overcast clouds
467,Aykhal,RU,66.0,111.5,-18.09,99,100,5.7,overcast clouds
468,Mahebourg,MU,-20.4081,57.7,78.8,89,40,1.14,scattered clouds
469,Skeldon,GY,5.8833,-57.1333,77.4,89,100,7.58,overcast clouds
470,Muleba,TZ,-1.8397,31.6544,68.0,88,0,5.01,light rain
471,Puerto Colombia,CO,10.9878,-74.9547,79.34,80,100,18.45,overcast clouds
472,Atasu,KZ,48.6814,71.6433,28.11,84,90,9.55,overcast clouds
473,Vaitape,PF,-16.5167,-151.75,81.63,73,10,8.41,clear sky
474,Rocha,UY,-34.4833,-54.3333,63.18,84,30,7.02,scattered clouds
475,Huancavelica,PE,-12.7667,-74.9833,42.98,79,95,8.55,light rain
476,Honavar,IN,14.2833,74.45,75.16,81,22,2.68,few clouds
477,Hanmer Springs,NZ,-42.5167,172.8167,62.69,38,43,8.68,scattered clouds
478,Sallanches,FR,45.9442,6.6316,39.0,77,2,4.14,clear sky
479,Phan Thiet,VN,10.9333,108.1,76.03,84,83,6.51,broken clouds
480,Luau,AO,-10.7073,22.2247,67.21,87,95,3.42,light rain
481,Santa Rosa,PH,14.3122,121.1114,79.0,73,20,2.3,few clouds
482,Gorlice,PL,49.6556,21.1604,33.01,89,72,10.0,broken clouds
483,Maiduguri,NG,11.8464,13.1603,79.39,12,54,9.4,broken clouds
484,Griffith,US,41.5284,-87.4237,69.8,32,1,18.41,clear sky
485,Vila Do Maio,CV,15.1333,-23.2167,77.0,50,0,16.11,clear sky
486,Hereford,GB,52.0568,-2.7148,44.01,84,6,3.33,clear sky
487,Arosa,CH,46.7779,9.6762,28.99,64,0,12.66,clear sky
488,Whitehorse,CA,60.7161,-135.0538,30.2,31,20,2.3,few clouds
489,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.8,69,75,9.22,broken clouds
490,Kudahuvadhoo,MV,2.6708,72.8944,82.71,76,12,13.87,few clouds
491,Garissa,KE,-0.4536,39.6401,81.25,74,100,17.34,overcast clouds
492,Great Yarmouth,GB,52.6083,1.7305,43.0,75,90,9.22,overcast clouds
493,Samarai,PG,-10.6167,150.6667,83.71,76,99,17.07,overcast clouds
494,Thinadhoo,MV,0.5333,72.9333,82.65,76,44,16.17,scattered clouds
495,Taber,CA,49.8167,-112.1518,59.0,23,99,8.05,overcast clouds
496,Port Blair,IN,11.6667,92.75,79.27,76,87,4.27,overcast clouds
497,Uyuni,BO,-20.4597,-66.825,56.62,32,100,0.51,overcast clouds
498,Alappuzha,IN,9.49,76.3264,80.47,74,11,8.55,few clouds
499,Moose Factory,CA,51.2585,-80.6094,41.0,65,90,12.66,overcast clouds
500,Ust-Nera,RU,64.5667,143.2,5.61,96,100,5.61,overcast clouds
501,Robertsport,LR,6.7533,-11.3686,80.28,85,19,8.14,few clouds
502,Lokosovo,RU,61.1333,74.8167,35.26,89,100,13.49,overcast clouds
503,Araouane,ML,18.9048,-3.5265,83.05,5,1,9.71,clear sky
504,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.66,93,100,0.45,overcast clouds
505,Malm,NO,64.0721,11.2172,44.6,65,75,18.41,broken clouds
506,Okha,RU,53.5739,142.9478,22.95,91,100,32.5,light snow
507,Zarate,AR,-34.0981,-59.0286,73.99,51,72,3.0,broken clouds
508,Khajuraho,IN,24.85,79.9333,76.1,8,0,4.68,clear sky
509,Waingapu,ID,-9.6567,120.2641,78.4,90,100,11.39,heavy intensity rain
510,Vangaindrano,MG,-23.35,47.6,70.34,87,0,5.21,clear sky
511,Doka,SD,13.5167,35.7667,84.92,30,34,11.83,scattered clouds
512,Yermakovskoye,RU,53.2831,92.4003,25.65,94,85,2.42,overcast clouds
513,Noumea,NC,-22.2763,166.4572,78.8,78,75,8.05,broken clouds
514,Bereda,ES,43.2686,-7.5406,45.0,93,17,8.01,few clouds
515,Isla Mujeres,MX,21.2311,-86.731,80.6,54,40,13.8,scattered clouds
516,Luganville,VU,-15.5333,167.1667,83.73,79,100,10.65,light rain
517,Dongsheng,CN,39.8161,109.9776,35.11,28,100,8.93,overcast clouds
518,Zdvinsk,RU,54.7021,78.661,6.03,98,64,4.54,broken clouds
519,Zhigansk,RU,66.7697,123.3711,-12.75,99,97,4.63,overcast clouds
520,Flagstaff,US,35.1981,-111.6513,73.99,14,40,6.91,scattered clouds
521,Luang Prabang,LA,19.8856,102.1347,73.35,90,85,0.85,light rain
522,Sioux Lookout,CA,50.1001,-91.917,55.4,26,40,8.05,scattered clouds
523,Timbiqui,CO,2.7717,-77.6654,76.77,91,100,1.95,moderate rain
524,Camopi,GF,3.1655,-52.3158,74.14,98,94,3.47,moderate rain
525,Hambantota,LK,6.1241,81.1185,71.6,100,20,2.3,few clouds
526,Nadym,RU,65.5333,72.5167,28.58,97,100,5.41,overcast clouds
527,Verkhoyansk,RU,67.5447,133.385,-7.17,96,100,3.33,overcast clouds
528,Cockburn Town,TC,21.4612,-71.1419,78.8,69,40,17.27,scattered clouds
529,Meulaboh,ID,4.1363,96.1285,75.81,86,94,3.0,moderate rain
530,Mattru,SL,7.6244,-11.8332,79.09,82,6,3.87,clear sky
531,Ormara,PK,25.2088,64.6357,79.93,69,0,12.24,clear sky
532,Tazovskiy,RU,67.4667,78.7,24.28,97,99,8.28,light snow
533,Bogande,BF,12.9714,-0.1436,83.39,8,0,7.25,clear sky
534,Merrill,US,45.1805,-89.6835,71.6,15,1,10.36,clear sky
535,Cayenne,GF,4.9333,-52.3333,78.8,94,75,3.44,heavy intensity rain
536,Preobrazheniye,RU,42.9019,133.9064,36.52,56,100,5.61,overcast clouds
537,Tchollire,CM,8.4022,14.1698,81.07,14,91,2.71,overcast clouds
538,Labuan,MY,5.2767,115.2417,78.8,94,20,5.26,few clouds
539,Cabinda,AO,-5.55,12.2,79.34,87,100,3.31,overcast clouds
540,Show Low,US,34.2542,-110.0298,75.2,12,1,6.91,clear sky
541,Maldonado,UY,-34.6667,-54.9167,70.0,73,20,17.27,few clouds
542,Bandarbeyla,SO,9.4942,50.8122,78.12,78,87,0.89,overcast clouds
543,Novichikha,RU,52.204,81.3877,24.26,98,96,4.79,overcast clouds
544,Yerbogachen,RU,61.2767,108.0108,4.59,97,100,4.5,overcast clouds
545,Pauini,BR,-7.7136,-66.9764,78.15,92,99,1.14,light rain
546,Bambanglipuro,ID,-7.95,110.2833,76.5,89,99,3.09,overcast clouds
547,Evans,US,33.5337,-82.1307,64.0,20,1,6.91,clear sky
548,Senneterre,CA,48.3835,-77.2328,42.8,42,90,8.05,overcast clouds
549,Badou,TG,7.5833,0.6,79.29,71,100,3.89,overcast clouds
550,Guozhen,CN,34.3659,107.359,47.66,98,100,3.85,overcast clouds
551,San Fernando,PH,15.0286,120.6898,77.0,73,75,2.3,broken clouds
552,Marfino,RU,55.7028,37.3822,34.0,93,0,2.24,light snow
553,Nha Trang,VN,12.25,109.1833,78.8,78,20,3.44,few clouds
554,Bairiki,KI,1.3292,172.9752,84.2,74,20,10.36,light rain
555,Do Gonbadan,IR,30.3586,50.7981,51.8,43,75,4.9,broken clouds
556,Kozarmisleny,HU,46.0297,18.2921,43.0,58,0,11.16,clear sky
557,Gunjur,GM,13.2019,-16.7339,71.6,83,0,9.22,clear sky
558,Nuuk,GL,64.1835,-51.7216,21.2,79,75,20.71,broken clouds
559,Texarkana,US,33.4251,-94.0477,64.4,34,90,10.36,overcast clouds
560,Hat Yai,TH,7.0084,100.4767,78.8,100,40,3.18,scattered clouds
561,Ugoofaaru,MV,5.6667,73.0,82.69,71,8,9.33,clear sky
562,Gayeri,BF,12.6497,0.4931,84.81,8,3,7.27,clear sky
563,Okhotsk,RU,59.3833,143.3,24.15,77,100,12.06,overcast clouds
564,Ust-Ilimsk,RU,58.0006,102.6619,28.99,93,100,10.2,overcast clouds
565,Kapuskasing,CA,49.4169,-82.4331,42.8,65,100,8.05,overcast clouds
566,Zhicheng,CN,30.2956,111.5047,52.0,85,92,7.47,overcast clouds
567,Payo,ID,-3.7508,103.6372,71.71,96,100,1.61,overcast clouds
568,Nurlat,RU,54.4277,50.8051,33.3,97,100,8.7,snow
569,Ishigaki,JP,24.3448,124.1572,73.4,88,75,9.22,broken clouds
570,Anadyr,RU,64.75,177.4833,0.0,78,75,22.37,snow
571,Kalmanka,RU,52.8992,83.5433,28.4,74,0,4.47,clear sky
572,Sola,VU,-13.8833,167.55,84.2,89,75,5.75,broken clouds
573,Morales,CO,2.757,-76.6172,65.73,90,99,1.48,overcast clouds
574,Hit,IQ,33.6416,42.8251,61.2,35,0,5.77,clear sky
575,Hasaki,JP,35.7333,140.8333,59.0,94,0,3.44,clear sky
576,Luohe,CN,33.5717,114.0353,38.23,77,20,6.42,few clouds
577,Oyama,JP,36.3,139.8,64.0,77,75,10.36,broken clouds
578,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,69,75,11.5,broken clouds
579,Le Port,RE,-20.9373,55.2919,78.8,78,78,13.8,broken clouds
580,Tual,ID,-5.6667,132.75,83.08,73,96,6.15,overcast clouds
581,Codrington,AU,-38.2667,141.9667,62.13,88,44,2.64,scattered clouds
582,Port Hedland,AU,-20.3167,118.5667,71.6,73,100,6.91,overcast clouds
583,Tabuk,PH,17.4189,121.4443,69.12,73,0,2.37,clear sky
584,Asau,RO,46.4333,26.4,37.0,68,100,2.19,light rain
585,Waitati,NZ,-45.75,170.5667,66.72,44,51,11.18,broken clouds
586,Waipawa,NZ,-41.4122,175.5153,62.6,72,75,27.63,broken clouds
587,Valley City,US,46.9233,-98.0032,71.6,15,1,18.41,clear sky
588,Kyren,RU,51.6828,102.1408,30.4,61,50,2.39,scattered clouds
589,Jalu,LY,29.0331,21.5482,69.58,18,1,10.27,clear sky
590,Khash,IR,28.2211,61.2158,71.11,19,2,13.85,clear sky
591,Pacific Grove,US,36.6177,-121.9166,60.8,51,90,11.5,overcast clouds
592,Deputatskiy,RU,69.3,139.9,-8.23,99,100,3.24,overcast clouds
593,Mabaruma,GY,8.2,-59.7833,74.84,95,93,5.88,overcast clouds
594,Kampot,KH,10.6167,104.1833,80.6,83,40,1.14,scattered clouds
595,Iskateley,RU,67.6803,53.1512,10.0,93,84,4.9,broken clouds
596,Houma,US,29.5958,-90.7195,69.01,45,1,6.91,clear sky
597,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.97,94,100,2.59,light rain
598,Camocim,BR,-2.9022,-40.8411,78.13,89,72,11.99,broken clouds
599,Tessalit,ML,20.1986,1.0114,80.02,6,20,11.61,few clouds
600,Tignere,CM,7.3667,12.65,73.29,18,97,1.59,overcast clouds
601,Atherton,GB,53.5237,-2.4935,44.01,76,26,1.01,scattered clouds
602,Kuryk,KZ,43.2,51.65,46.65,80,52,8.95,broken clouds
603,Pak Phanang,TH,8.3511,100.202,78.13,80,100,5.75,overcast clouds
604,Atar,MR,20.5169,-13.0499,87.73,18,76,9.28,broken clouds
605,Nurota,UZ,40.5614,65.6886,64.4,55,87,20.71,overcast clouds
606,Iralaya,HN,15.0,-83.2333,86.0,70,40,9.22,scattered clouds
607,Aragats,AM,40.4889,44.3528,42.8,61,59,1.14,broken clouds
608,Zyryanka,RU,65.75,150.85,-7.55,98,99,5.44,overcast clouds
609,Bhadrachalam,IN,17.6667,80.8833,80.53,76,27,5.39,scattered clouds
610,Loandjili,CG,-4.7561,11.8578,73.4,100,75,4.61,light rain
611,Fairbanks,US,64.8378,-147.7164,26.01,93,90,3.44,snow
612,Nouakchott,MR,18.0858,-15.9785,77.0,61,0,14.97,clear sky
613,Daru,PG,-9.0763,143.2092,75.33,91,100,14.54,overcast clouds
614,Beitbridge,ZW,-22.2167,30.0,70.5,78,0,18.77,clear sky
615,Tezu,IN,27.9167,96.1667,68.72,37,66,4.05,broken clouds
616,Praya,CV,14.9215,-23.5087,77.0,50,0,16.11,clear sky
617,Kupang,ID,-10.1667,123.5833,77.0,94,90,10.36,overcast clouds
618,Carauari,BR,-4.8828,-66.8958,79.07,92,95,1.25,overcast clouds
619,Kysyl-Syr,RU,63.8986,122.7617,-11.78,99,100,2.15,overcast clouds
620,Rupert,US,42.6191,-113.6772,73.4,13,1,5.75,clear sky
621,Kidal,ML,18.4411,1.4078,79.77,7,1,10.76,clear sky
622,Otjiwarongo,NA,-20.4637,16.6477,66.31,50,0,10.13,clear sky
623,Iwanai,JP,42.9744,140.5089,39.06,93,100,0.18,light rain
624,Tynda,RU,55.1667,124.7167,0.41,97,91,2.1,overcast clouds
625,Pemangkat,ID,1.1667,108.9667,75.56,86,67,4.09,broken clouds
626,Swan River,CA,52.1058,-101.2676,50.0,37,99,5.75,overcast clouds
627,Aguimes,ES,27.9054,-15.4461,66.2,68,75,14.97,broken clouds
628,Nicoya,CR,10.1483,-85.452,91.4,38,0,24.16,clear sky
629,Pirgos,GR,35.1167,25.7178,55.99,78,2,10.33,clear sky
630,Yevlax,AZ,40.6089,47.1492,42.8,93,40,3.44,scattered clouds
631,Jiaonan,CN,35.8786,119.9753,39.2,56,0,8.95,clear sky
632,Antalaha,MG,-14.9003,50.2788,73.65,92,22,4.92,few clouds
633,Riorges,FR,46.0418,4.0497,43.0,70,0,6.91,clear sky
634,Fare,PF,-16.7,-151.0167,82.06,70,58,4.81,broken clouds
635,Vernon,CA,50.2581,-119.2691,59.0,35,100,2.3,overcast clouds
636,Margate,GB,51.3813,1.3862,44.01,65,81,7.0,broken clouds
637,Uyar,RU,55.81,94.3153,32.04,97,100,13.51,light snow
638,Eyl,SO,7.9803,49.8164,79.56,77,46,8.03,scattered clouds
639,Port-Gentil,GA,-0.7193,8.7815,77.0,94,20,5.75,few clouds
640,Huainan,CN,32.6264,116.9969,43.9,66,96,8.28,overcast clouds
641,Evensk,RU,61.95,159.2333,4.87,75,18,8.9,few clouds
642,Paita,PE,-5.0892,-81.1144,75.27,71,34,10.33,scattered clouds
643,Chicama,PE,-7.8447,-79.1469,73.4,78,75,6.91,fog
644,Acapulco,MX,16.8634,-99.8901,87.8,66,1,6.91,clear sky
645,Vestmannaeyjar,IS,63.4427,-20.2734,43.7,88,100,29.77,overcast clouds
646,Komsomolskiy,UZ,40.4272,71.7189,46.4,49,100,2.3,overcast clouds
647,Nabire,ID,-3.3667,135.4833,75.92,81,98,3.8,overcast clouds
648,Batemans Bay,AU,-35.7167,150.1833,64.0,93,3,1.01,clear sky
649,Bagli,IN,22.65,76.35,73.4,18,0,5.75,haze
650,Cururupu,BR,-1.8283,-44.8683,76.77,88,95,3.27,overcast clouds
651,Havoysund,NO,70.9963,24.6622,33.8,93,90,14.97,overcast clouds
652,Lata,PT,40.1629,-8.3327,57.99,89,6,4.0,clear sky
653,Tura,IN,25.5198,90.2201,70.12,33,3,2.91,clear sky
654,Ejura,GH,7.3856,-1.3562,86.22,45,97,6.8,overcast clouds
655,Rawson,AR,-43.3002,-65.1023,75.61,40,13,13.22,few clouds
656,Katsuura,JP,35.1333,140.3,64.0,80,71,3.0,broken clouds
657,Zabid,YE,14.1951,43.3152,77.45,79,12,6.53,few clouds
658,Brigantine,US,39.4101,-74.3646,51.8,19,1,6.91,clear sky
659,Road Town,VG,18.4167,-64.6167,82.4,65,40,6.91,scattered clouds
660,Fethiye,TR,36.6217,29.1164,50.0,93,40,5.75,scattered clouds
661,Anchorage,US,61.2181,-149.9003,34.0,69,90,3.44,overcast clouds
662,Kanker,IN,20.2719,81.4931,72.93,13,0,1.21,clear sky
663,Cabra,ES,37.4725,-4.4421,59.0,65,79,3.22,broken clouds
664,Banjar,ID,-8.19,114.9675,82.4,83,40,10.36,scattered clouds
665,Arrecife,ES,28.963,-13.5477,64.4,59,40,14.97,scattered clouds
666,Krasnoselkup,RU,65.7,82.4667,26.51,97,100,7.81,overcast clouds
667,Adrar,MR,20.5022,-10.0711,83.48,13,55,11.72,broken clouds
668,Ust-Koksa,RU,50.2696,85.6108,19.0,72,1,2.17,clear sky
669,Yar-Sale,RU,66.8333,70.8333,19.06,99,97,6.17,overcast clouds
670,Jesus Maria,AR,-30.9815,-64.0942,77.0,53,20,11.5,few clouds
671,San Carlos,VE,9.6612,-68.5827,93.56,28,96,0.43,overcast clouds
672,Montepuez,MZ,-13.1256,38.9997,68.41,99,98,3.27,overcast clouds
673,Xining,CN,36.6167,101.7667,31.73,95,99,0.85,overcast clouds
674,Fomboni,KM,-12.28,43.7425,82.99,72,44,4.47,scattered clouds
675,Pisco,PE,-13.7,-76.2167,75.2,69,0,8.05,clear sky
676,Krasnaya Polyana,RU,56.242,51.1442,32.67,99,100,3.29,snow
677,Bahia Blanca,AR,-38.7196,-62.2724,75.7,41,89,11.54,overcast clouds
678,Eureka,US,40.8021,-124.1637,55.0,69,100,4.0,overcast clouds
679,Kandrian,PG,-6.2167,149.55,80.42,85,99,5.66,light rain
680,Atlantic City,US,39.3643,-74.4229,53.01,19,1,6.91,clear sky
681,Istanbul,TR,41.0351,28.9833,60.8,72,0,12.66,clear sky
682,Kavaratti,IN,10.5669,72.642,82.09,64,32,8.3,scattered clouds
683,Qaqortoq,GL,60.7167,-46.0333,37.4,87,75,3.44,moderate rain
684,Pilar,BR,-9.5972,-35.9567,80.6,78,20,8.05,few clouds
685,Manutuke,NZ,-38.6833,177.9167,66.99,59,6,5.01,clear sky
686,Carman,CA,49.4992,-98.0016,62.6,18,100,14.97,overcast clouds
687,Ambovombe,MG,-25.1667,46.0833,70.9,85,0,5.53,clear sky
688,Mikhaylovka,RU,50.06,43.2379,39.99,91,100,5.01,overcast clouds
689,Gisborne,NZ,-38.6533,178.0042,66.99,59,7,5.01,clear sky
690,Ak-Dovurak,RU,51.1833,90.6,29.41,41,14,0.98,few clouds
691,Inhambane,MZ,-23.865,35.3833,74.84,81,53,9.95,broken clouds
692,Chilca,PE,-12.5211,-76.7372,77.0,57,0,6.91,clear sky
693,Stokmarknes,NO,68.5646,14.9108,37.99,89,100,11.01,light snow
694,Ploemeur,FR,47.7333,-3.4333,48.0,75,0,16.11,clear sky
695,Harper,LR,4.375,-7.7169,79.14,87,73,6.91,broken clouds
